cartodb_id,the_geom,test,safield006,safield005,safield004,safield003
31,0101000020E6100000FAF628AE1B0561408A107BB093F24140,10,高瀬一丁目25,屋外,八幡神社境内高瀬ふれあい会館前,全災害時
32,0101000020E6100000DACAD1701305614040FCB96108F34140,10,高瀬二丁目,屋外,中央公園噴水周辺,全災害時
33,0101000020E6100000D7F4B56C2605614090790F26F8F24140,10,高瀬二丁目5,屋外,河濯山境内,全災害時
34,0101000020E61000001277499C0F056140CF1251C074F34140,10,中央二丁目2-13,屋外,武生西幼稚園前,全災害時
35,0101000020E6100000BD8F3CA00F05614047BF4BC074F34140,10,中央二丁目2-13,屋外,武生西幼稚園前,全災害時
36,0101000020E61000005A881C1D080561401F0B396482F34140,8,中央二丁目2-13,屋内,武生西小学校体育館,風水害時
37,0101000020E6100000521DD57D200561406E5BE19E98F34140,10,深草一丁目25,屋外,忠霊塔前広場,全災害時
38,0101000020E6100000E9C9396324056140D8E07E8AE7F34140,8,深草二丁目2-37,屋内・屋外,金剛院本堂・境内,風水害時
204,0101000020E6100000B560CD5E270561407207B506D5EB4140,10,上小松町,屋外,上小松公園,全災害時
39,0101000020E6100000FF01C4DB11056140CFB463A74BF44140,10,平出一丁目6-1,屋外,武生第一中学校,全災害時
40,0101000020E6100000613EF7D3320561409B9ADD3E77F44140,10,平出二丁目,屋内・屋外,コープ武生平出店,全災害時
41,0101000020E610000024E05657140561408F9209ECFAF44140,8,平出三丁目9,屋外,窪田公園,風水害時
42,0101000020E6100000A12055F5170561405E79D3C97AF34140,10,中央二丁目2-13,屋外,武生西小学校グラウンド,全災害時
43,0101000020E6100000D60E0A8F0F0561409C93258627F44140,10,平出一丁目6-1,屋外,武生第一中学校グラウンド,全災害時
44,0101000020E61000003114D9C1E60461404DDA44FFFEF24140,8,日野美二丁目,屋外,唐松公園,風水害時
45,0101000020E6100000BA31D9AAE604614080E362FFFEF24140,8,日野美二丁目,屋外,唐松公園,風水害時
46,0101000020E6100000EC47BC84D404614027E9C2983AF34140,10,上太田町26,屋外,羽衣公園,全災害時
47,0101000020E61000006F3095F4BE046140D7E71D4968F34140,10,上太田町49-6-6,屋外,平井皮ふ科医院駐車場,全災害時
48,0101000020E6100000AB7B5CAFDA046140BF72E0DEA6F34140,10,新町7-3,屋内・屋外,新町集会場（兼社務所）,全災害時
49,0101000020E6100000CF7F76D4D104614073A1DFCA4AF34140,8,上太田町18,屋内,北千福町ふれあい会館,風水害時
50,0101000020E610000017A1E9E7D40461403B54D8964BF34140,10,上太田町11-2,屋内,市営上太田住宅,全災害時
51,0101000020E6100000E029908BCF04614012F5AB18B0F24140,10,沢町221,屋外,日の出公園,全災害時
52,0101000020E61000006BB5262DE6046140859B9D5395F24140,10,沢町19,屋外,朝霧公園,全災害時
53,0101000020E6100000EC7A891E4B056140F65D2ADFE9F14140,10,南一丁目6-4,屋外,町内児童公園,全災害時
54,0101000020E61000006BB0D2DD3B056140FDC92FF1DCF14140,10,文京一丁目14-16,屋外,武生工業高校正門,全災害時
55,0101000020E6100000B7BD2DA93E0561407991B7B437F24140,10,南二丁目5-22,屋外,南二・三丁目集会所前道路,全災害時
56,0101000020E6100000135184584005614026C4C15696F24140,10,武生柳町12-27,屋内,武生南公民館,全災害時
57,0101000020E610000071F793CD4A0561404975DF5676F24140,10,武生柳町13-20,屋外,武生南小学校グラウンド,全災害時
58,0101000020E6100000FD37D74F58056140A481ADB1D4F24140,8,あおば町2-41,屋内,円宮寺境内（屋内・屋外）,風水害時
59,0101000020E6100000D5517B4058056140215CDC7FD4F24140,10,あおば町2-41,屋外,円宮寺境内,全災害時
60,0101000020E61000004EDEE4B461056140B722C81709F34140,10,神明町4-4,屋外,神明町多目的広場,全災害時
61,0101000020E6100000C6355586410561402A10664B75F24140,8,若竹町11,屋内,武生南小学校体育館,風水害時
62,0101000020E61000007AF2D65D62056140152A7F9517F24140,10,姫川一丁目6,屋外,南元公園,全災害時
63,0101000020E6100000E5B279B96D0561409CBB7BFF4BF24140,8,證,屋内,姫川町生活改善センター,風水害時
64,0101000020E610000018AD5CF32C056140F8A4CD52F9F14140,8,文京一丁目12,屋内,文一会館,風水害時
65,0101000020E6100000618953BF280561400B28E6FCD6F14140,10,文京一丁目14-16,屋外,武生工業高校グラウンド,全災害時
66,0101000020E6100000BF63497228056140192EECFE76F24140,10,文京二丁目5,屋外,文京公園,全災害時
67,0101000020E6100000FC3D5B934205614003B1E06275F24140,10,武生柳町13-20,屋内,武生南小学校体育館,全災害時
68,0101000020E61000002A3B6DCC4A056140E6AA896A76F24140,10,武生柳町13-20,屋外,武生南小学校グラウンド,全災害時
69,0101000020E610000041F4E6543A056140A0ADA388C3F24140,8,御幸町8,屋外,中狭慈心寺観音堂,風水害時
70,0101000020E6100000241A8BCA210561404B2664FC95F14140,10,妙法寺42-15,屋内,武生第二中学校,全災害時
71,0101000020E6100000132C4C544F05614090615BCCB1F04140,10,行松町20-15-1,屋内,行松会館,全災害時
72,0101000020E610000013AEDC7012056140AC22B65E77F04140,8,妙法寺町17-52,屋内・屋外,妙法寺町改善センター,風水害時
73,0101000020E6100000DCA118060B056140A1CFC22961F04140,8,妙法寺町14-41,屋内・屋外,安證寺,風水害時
74,0101000020E6100000A711853453056140D3855448DBF04140,10,松森町21-10,屋外,地蔵公園,全災害時
75,0101000020E610000002FB04084905614057E8A2A2DCF04140,10,松森町21,屋外,十府神社境内,全災害時
76,0101000020E6100000B6682C18550561407A906EFAE0F04140,10,松森町23,屋外,月見地蔵境内,全災害時
77,0101000020E6100000C85FF4444F056140A1FEBBB2B1F04140,10,行松町10-51-1,屋内,行松会館,全災害時
78,0101000020E6100000E00168EA33056140EA8A278987F04140,10,月見町25,屋内,月見町ふれあい会館,全災害時
79,0101000020E610000079CB7CAF320561402D75ABA690F04140,10,月見町26,屋外,月見公園,全災害時
80,0101000020E6100000BA0D6CB0250561400DD6CE6590F14140,8,妙法寺町42-15,屋内,武生第二中学校体育館,風水害時
81,0101000020E6100000550CF8F73D056140C892F4823FF14140,10,常久町2-21,屋内,常久町集会場,全災害時
82,0101000020E61000006455E9A03C056140E309D3203CF14140,10,常久町2-21,屋外,日埜神社境内,全災害時
83,0101000020E610000074E410A12505614008DAFC3390F14140,10,妙法寺町42-15,屋内,武生第二中学校体育館,全災害時
84,0101000020E6100000B3EB04113C056140E7C39494B8F14140,10,常久町8-1,屋外,土川医院駐車場,全災害時
85,0101000020E61000008BE0C591250561407662EC7E90F14140,8,妙法寺町42-15,屋内,武生第二中学校体育館,風水害時
86,0101000020E6100000EAF16BAC220561407FDBC01BAEF14140,10,妙法寺町42-15,屋外,武生第二中学校グラウンド,全災害時
87,0101000020E61000007009C0C716056140A6B3EBB199F14140,10,三ツ口町,屋外,三ツ口公園,全災害時
88,0101000020E61000008EFB4AFEF2046140D9B5B17ACFF14140,10,千福町252,屋外,千福町民センター広場,全災害時
89,0101000020E6100000B3DC6570AC0461405B83BC9BB4F24140,10,岡本町7-10-4,屋内,岡本町住民センター,全災害時
90,0101000020E61000002F5FC1CBAB046140D6B4763FAFF24140,10,岡本町7-10-4,屋外,岡本町住民センター前公園,全災害時
91,0101000020E61000006AAD86103F0461400522E52CBBF14140,8,広瀬町96-101,屋内,上広瀬ふれあい会館,風水害時
92,0101000020E61000006AAD86103F0461400522E52CBBF14140,8,広瀬町96-101,屋内,上広瀬ふれあい会館,風水害時
93,0101000020E61000006AAD86103F0461400522E52CBBF14140,8,広瀬町96-101,屋内,上広瀬ふれあい会館,風水害時
94,0101000020E6100000CF37E71557046140312D5F7152F14140,8,広瀬町102-43,屋内,神山小学校体育館,風水害時
95,0101000020E6100000C37EE41557046140DFA96B5852F14140,8,広瀬町102-43,屋内,神山小学校体育館,風水害時
96,0101000020E6100000B39CC099A10461405423AC09E0F14140,8,広瀬町141-1-1,屋内,越前市勤労者研修センター（ワークステップひろせ）,風水害時
97,0101000020E61000001F8812A9A1046140F1B6A5F0DFF14140,10,広瀬町141-1-1,屋内,越前市勤労者研修センター（ワークステップひろせ）,全災害時
98,0101000020E6100000CAB4BD99A1046140D2A1B8F0DFF14140,8,広瀬町141-1-1,屋内,越前市勤労者研修センター（ワークステップひろせ）,風水害時
99,0101000020E61000006DD52836E1046140B7383AE0E8F14140,8,広瀬町,屋内,馬塚住宅改善センター,風水害時
100,0101000020E6100000BCC942EA6E046140093FF82543F04140,8,池ノ上町31-18-3,屋内,池ノ上勤労者スポーツセンター,風水害時
101,0101000020E6100000FA50D099F9036140C6697847D3F04140,8,広瀬ひばりが丘,屋内,ひばりが丘公民館,風水害時
102,0101000020E6100000BCC8BA836A04614002989B7966F24140,1,向が丘町,屋外,向が丘公園,不明
103,0101000020E61000001FEBB0D05904614031EB200641F24140,1,向が丘町802,屋内,向が丘町ふれあい会館,不明
104,0101000020E61000002CA2DE94770461402D567A803AF24140,10,広瀬町117-1-34,屋内,新小野町公民館,全災害時
105,0101000020E61000002CA2DE94770461402D567A803AF24140,10,広瀬町117-1-34,屋外,新小野町公民館前広場,全災害時
106,0101000020E6100000C05EAAE10B056140E90B2DB390F64140,10,本保町地係,屋内,本保町生活改善センター,全災害時
107,0101000020E6100000AD381C07A30461402082E386A9F54140,10,片屋町21,屋外,片屋町農村公園,全災害時
108,0101000020E6100000E37B3C8DB3046140871983F3FAF54140,10,片屋町17-23,屋内,片屋町生活改善センター,全災害時
109,0101000020E610000045C769F2800461408A1CFE56BEF64140,10,氷坂町47-17,屋内・屋外,氷坂町生活改善センター,全災害時
111,0101000020E61000007B035A7607056140E6B8724980F64140,10,本保町17-1,屋外,吉野小学校グラウンド,全災害時
112,0101000020E610000067EA1A200205614097E76B428FF64140,10,本保町17-1,屋内,吉野体育館,全災害時
113,0101000020E610000055FF78179E046140FAA95DA16BF74140,10,余田町34-7,屋外,余田町公民館横広場,全災害時
114,0101000020E610000055FF78179E046140FAA95DA16BF74140,10,余田町34-7,屋内,余田町公民館,全災害時
115,0101000020E61000008CC3752D02056140421127887FF64140,10,本保町17-1,屋外,吉野小学校グラウンド,全災害時
116,0101000020E6100000155B2420020561407A4B468D8FF64140,10,本保町17-1,屋内,吉野体育館,全災害時
117,0101000020E61000000F478EFFEC046140C12CB403C9F74140,10,余田町2-1-1,屋外,福井県丹南運転者教育センター駐車場,全災害時
118,0101000020E610000088B3D03F8005614078FF6618D2F54140,8,家久町105-10-2,屋内,コミニュティーセンター柳荘,風水害時
119,0101000020E610000088B3D03F8005614078FF6618D2F54140,8,家久町105-10-2,屋内,コミニュティーセンター柳荘,風水害時
120,0101000020E610000088B3D03F8005614078FF6618D2F54140,8,家久町105-10-2,屋内,コミニュティーセンター柳荘,風水害時
121,0101000020E610000088B3D03F8005614078FF6618D2F54140,8,家久町105-10-2,屋内,コミニュティーセンター柳荘,風水害時
122,0101000020E6100000389B50DB7E056140A03B20C2E7F54140,8,家久町105-23,屋内,吉野児童センター,風水害時
123,0101000020E610000088B3D03F8005614078FF6618D2F54140,8,家久町105-10-2,屋内,コミニュティーセンター柳荘,風水害時
124,0101000020E61000005ABEA5A57E056140DE5062DBE7F54140,8,家久町105-23,屋内,吉野児童センター,風水害時
125,0101000020E6100000B5DE496B57056140CCEB252D16F64140,8,家久町94-2-1,屋内,家久保育園,風水害時
126,0101000020E610000093C2B3635C05614039D8513058F64140,8,家久町803,屋内,市営家久団地2、3F,風水害時
127,0101000020E610000093C2B3635C05614039D8513058F64140,8,家久町803,屋内,市営家久団地2、3F,風水害時
128,0101000020E6100000C7933F1F6A0561401268397772F64140,8,家久町71-34-11,屋内,家久町公民館,風水害時
129,0101000020E6100000C7933F1F6A0561401268397772F64140,8,家久町71-34-11,屋内,家久町公民館,風水害時
130,0101000020E6100000BC82AAAF5F05614050081BF372F64140,8,家久町70-7,屋内,本承寺,風水害時
131,0101000020E61000003262102F66056140D7058A8649F74140,8,家久町24,屋内,武生商業高校,風水害時
132,0101000020E61000003262102F66056140D7058A8649F74140,8,家久町24,屋内,武生商業高校,風水害時
133,0101000020E61000006C6D0FD2280561402BE23CEC8AF54140,8,芝原一丁目,屋内,南芝原公民館,風水害時
134,0101000020E6100000329C07AF3A056140880A4CAB49F64140,8,芝原五丁目16-5,屋内,芝原ふれあい会館,風水害時
135,0101000020E610000037A6EF6A150561400EB827145DF54140,10,芝原三丁目125,屋内,芝原三丁目ふれあい会館,全災害時
136,0101000020E6100000329C07AF3A056140880A4CAB49F64140,8,芝原五丁目16-5,屋内,芝原ふれあい会館,風水害時
137,0101000020E6100000329C07AF3A056140880A4CAB49F64140,8,芝原五丁目16-5,屋内,芝原ふれあい会館,風水害時
138,0101000020E6100000A2CF1CD7A0056140E2E3BA63EEF34140,10,村国二丁目3-56,屋外,武生第三中学校,全災害時
139,0101000020E6100000A5671BC69F056140764B7DCCD0F34140,10,村国二丁目3-56,屋外,武生第三中学校グラウンド,全災害時
140,0101000020E6100000E0410A999A056140960625CBEFF34140,10,村国二丁目3-56,屋内,武生第三中学校体育館,全災害時
141,0101000020E61000007B6AACC4EE056140094F9E70C7F44140,8,国高１丁目15-5,屋内,国高小学校体育館,風水害時
142,0101000020E61000001E88CD1AB0056140860E2B49F8F44140,10,八幡一丁目,屋内・屋外,八幡公園・会館,全災害時
143,0101000020E61000002164BEE2A3056140536EE1CE78F44140,10,八幡一丁目,屋内・屋外,県立武生高等学校,全災害時
144,0101000020E6100000E70E8720B20561403B3FA844FDF44140,8,八幡一丁目,屋内,八幡会館,風水害時
145,0101000020E6100000E70E8720B20561403B3FA844FDF44140,10,八幡一丁目,屋内,八幡会館,全災害時
146,0101000020E6100000460765D3A3056140650105B678F44140,10,八幡一丁目,屋内,県立武生高等学校,全災害時
147,0101000020E610000042298FC2F2056140A7936538C7F44140,10,国高一丁目15-5,屋内,国高小学校,全災害時
148,0101000020E610000075598100F0056140FEB5909E6DF44140,10,国高一丁目8-1,屋外,国高さくら公園,全災害時
149,0101000020E61000006A78D7040206614016C0DAEDB9F44140,10,国高二丁目,屋外,国高フラワー公園,全災害時
150,0101000020E6100000326B5B321206614029FC58D3A2F44140,10,国高二丁目324-13,屋内,国高公民館,全災害時
151,0101000020E61000000B741EB50E066140A7F91DC497F44140,10,国高二丁目325-3,屋内,国高児童センター,全災害時
152,0101000020E6100000C7A196C2F20561407C834C6AC7F44140,8,国高一丁目15-5,,国高小学校,風水害時
153,0101000020E6100000F1ADD2312F0661405DD773FFFDF34140,10,横市町33-35-4,屋内・屋外,横市町集落センター,全災害時
154,0101000020E6100000CA63975868066140CC417278D5F34140,8,庄町32-3,屋内,庄町公民館,風水害時
155,0101000020E6100000DF954D2F5B0661406FA20152EEF44140,10,塚町50-58,屋内・屋外,塚町会館,全災害時
156,0101000020E61000003FBC1D5BE4056140B1F4060F63F54140,10,馬上免町,屋外,八幡神社境内,全災害時
157,0101000020E6100000E3089862CA056140490979A4B0F54140,10,稲寄町,屋外,八幡神社,全災害時
158,0101000020E6100000CE14FA78CA056140FF87065FACF54140,10,稲寄町9-3,屋内,稲寄町公民館,全災害時
159,0101000020E610000021994902E6056140D208FA9876F64140,10,瓜生町38-8,屋内・屋外,国高労働福祉センター,全災害時
160,0101000020E610000047E61CCAE70561409B3B5B676FF64140,10,瓜生町38-5,屋内・屋外,国高ふれあいセンター,全災害時
161,0101000020E61000002AD868963B0661406667E6EF3AF64140,8,高木町36-1,屋内,高木町公民館,風水害時
162,0101000020E6100000EB86BB960A066140776D7C36B1F54140,10,長土呂町3-1-19,屋外,長土呂公園,全災害時
163,0101000020E61000000EB7080B0D046140C81396DB50F34140,10,大虫町21-28,屋外,大虫神社境内,全災害時
164,0101000020E6100000EAF68B4750046140F11AF45D38F34140,10,大虫町19-8-1,屋外,大虫町生活改善センター駐車場,全災害時
165,0101000020E6100000BADCE51007046140CE3EA2FCFDF24140,10,大虫町78-1-1,屋外,光福寺駐車場,全災害時
166,0101000020E61000002007AEFBA6046140AEDB85C56AF34140,10,大虫町4-9-6,屋外,公園（フレッシュ大虫団地）,全災害時
167,0101000020E61000009C3188D9AC036140640F9F3485F34140,10,大虫町47-9,屋外,JA越前たけふ　カントリーエレベーター,全災害時
168,0101000020E6100000C8A0FDA62504614090044B6E50F34140,10,大虫本町6-25,屋内・屋外,大虫本町生活改善センター,全災害時
169,0101000020E6100000F20D9D5D580461407D9903A5BCF34140,10,上四目町6-4-2,屋内・屋外,上四目町ふれあい会館,全災害時
170,0101000020E61000007A496BF58A046140A159BA0818F44140,10,高森町14-15,屋外,大虫小学校グラウンド,全災害時
171,0101000020E6100000920A66F675046140632C7F84E2F34140,10,高森町12-1,屋外,陣屋第一公園,全災害時
173,0101000020E610000033279F467D046140A7A0B71D37F44140,10,高森町10-1,屋外,西部台公園,全災害時
174,0101000020E610000025DE7F5254046140F4663CA7E4F34140,10,高森町4-3-8,屋外,西部ニュータウン公園,全災害時
175,0101000020E6100000513DC3353104614039F694CA3AF44140,10,三ツ俣町17,屋内・屋外,三ツ俣町ふれあい会館,全災害時
176,0101000020E610000083AD8839220461401C5F68EBBCF44140,10,横根町24-8,屋外,横根寺駐車場,全災害時
177,0101000020E610000001FBEB4D420461406CEC41E1C8F44140,10,横根町7,屋外,西ノ宮下の公園,全災害時
178,0101000020E610000040E474016204614024CD7DCA28F54140,10,北山町17-24-1,屋内,北山町集落センター,全災害時
179,0101000020E61000008417C0E331046140F4E536F0BFF54140,10,北山町43-1-32,屋外,式部台公園,全災害時
180,0101000020E61000006CBD423DC7046140F1AAE17AEDF34140,8,上太田町29-3-2,屋内,上太田町ふれあい会館,風水害時
181,0101000020E6100000F0BE952486046140EB948849F9F34140,8,高森町14-15,屋内,大虫小学校体育館,風水害時
182,0101000020E6100000F99FA8180B05614026DDF2283CF44140,8,平出一丁目6-1,屋内,武生第一中学校体育館,風水害時
183,0101000020E6100000FC0BD135E9046140370840E44BF44140,10,新保町30-35-2,屋外,ベルナール武生駐車場,全災害時
184,0101000020E61000004F9547280B056140BCEDCFAB71F44140,10,新保町一丁目1-1,屋外,創価学会武生文化会館駐車場,全災害時
185,0101000020E6100000BD6277A0F8046140C2A9903A3BF54140,10,新保町4-10-1,屋外,ゲンキー駐車場,全災害時
186,0101000020E61000001FD9474978046140F57410D97BF24140,10,大虫本町2-8-22,屋外,勝蓮花和満会館,全災害時
187,0101000020E610000042ECCF3C030261403C87CFCFE1EC4140,8,中山町76,屋内,八幡神社,風水害時
188,0101000020E61000005D566756DD026140158BFA5710ED4140,10,下別所町,屋外,下別所町公民館（屋内・屋外）,全災害時
189,0101000020E61000002F94479075036140F37D11018FED4140,10,中津原町73-31,屋内,中津原町公民館（屋内・屋外）,全災害時
190,0101000020E6100000632E9E89EB046140EBF60279E6EE4140,8,塚原町17-3,屋内,塚原町生活改善センター,風水害時
191,0101000020E6100000EA04FDF3C9046140E14B81D499EE4140,8,白崎町32-24,屋内,白崎町生活改善センター,風水害時
192,0101000020E61000007F07E8F736046140DB0C1D344AED4140,10,春日野町80-24-1,屋外,万所氏宅,全災害時
193,0101000020E610000039C73D33520461402A38E6A026ED4140,10,春日野町132-2,屋外,八幡神社跡地,全災害時
194,0101000020E6100000377899338504614033B3100248ED4140,10,春日野町51-12,屋外,春日野公民館,全災害時
195,0101000020E6100000A099BAFECF046140FA89CE2BD9ED4140,10,春日野町18-15,屋外,盛景寺,全災害時
196,0101000020E6100000DF8FFE59BD046140018F9022C7ED4140,10,春日野町31-8,屋外,春日野神社境内,全災害時
197,0101000020E6100000931DDBC7B40461403402F34A3EEE4140,10,春日野町,屋外,ダイエイ駐車場,全災害時
198,0101000020E6100000121B047862056140889C2050A3EE4140,8,今宿町13-18,屋内,今宿町集落センター,風水害時
199,0101000020E6100000121B047862056140889C2050A3EE4140,10,今宿町13-18,屋外,今宿町集落センター駐車場,全災害時
200,0101000020E61000000F27479D750561402EC95058DAEC4140,8,国兼町23,屋内,国兼町生活改善センター,風水害時
201,0101000020E6100000E283B28021056140398318DFB5EC4140,8,大塩町20-1-1,屋内,大塩町コミュニティセンター,風水害時
202,0101000020E61000008401D4E261056140DBA052BFD2ED4140,10,大塩町4-16,屋外,ニューイングランドかみかわ,全災害時
203,0101000020E61000002D41C00D17056140010EA8BFBEEE4140,10,四郎丸町16-1,屋外,武生第六中学校グラウンド,全災害時
205,0101000020E6100000121B2D39DC04614024E79DC1EAEA4140,10,森久町17-13,屋内・屋外,林久寺,全災害時
206,0101000020E6100000904AE7EFA2046140E86A4D8462E94140,10,瓜生野町19,屋外,バス旋回場,全災害時
207,0101000020E6100000FD79D244DD05614033106FB1A3EE4140,10,中平吹町82-102,屋外,生活改善センター,全災害時
208,0101000020E6100000DAFB07AE77056140D1AEF58904EE4140,10,中平吹町14-43,屋外,10班公園,全災害時
209,0101000020E6100000D837A3DE990561409414403DD5ED4140,10,中平吹町43-20,屋外,11班公園,全災害時
210,0101000020E6100000F4C3D4418C0561404C041C1410EE4140,10,中平吹町19-26,屋外,12班公園,全災害時
211,0101000020E61000007E4AC4AC59056140A2BEA19992EF4140,10,四郎丸町48字18-1,屋外,ゲンキー王子保店駐車場,全災害時
212,0101000020E6100000345FFF5CE7046140F324B77DD6EF4140,10,向陽町88,屋内,向陽会館,全災害時
213,0101000020E610000071C121BCD80561408358AB78FDF14140,1,矢放町,屋内・屋外,矢放町構造改善センター,不明
214,0101000020E6100000722F8AD5C90561402A06D03382F14140,1,,屋外,柿谷商店駐車場,不明
